updateDate,code,code_name,industry,industryClassification
2021-11-15,sz.300560,中富通,通信,申万一级行业
2021-11-15,sz.300561,汇金科技,计算机,申万一级行业
2021-11-15,sz.300562,乐心医疗,医药生物,申万一级行业
2021-11-15,sz.300563,神宇股份,通信,申万一级行业
2021-11-15,sz.300564,筑博设计,建筑装饰,申万一级行业
2021-11-15,sz.300565,科信技术,通信,申万一级行业
2021-11-15,sz.300566,激智科技,电子,申万一级行业
2021-11-15,sz.300567,精测电子,机械设备,申万一级行业
2021-11-15,sz.300568,星源材质,化工,申万一级行业
2021-11-15,sz.300569,天能重工,电气设备,申万一级行业
2021-11-15,sz.300570,太辰光,通信,申万一级行业
2021-11-15,sz.300571,平治信息,通信,申万一级行业
2021-11-15,sz.300572,安车检测,机械设备,申万一级行业
2021-11-15,sz.300573,兴齐眼药,医药生物,申万一级行业
2021-11-15,sz.300575,中旗股份,化工,申万一级行业
2021-11-15,sz.300576,容大感光,化工,申万一级行业
2021-11-15,sz.300577,开润股份,纺织服装,申万一级行业
2021-11-15,sz.300578,会畅通讯,通信,申万一级行业
2021-11-15,sz.300579,数字认证,计算机,申万一级行业
2021-11-15,sz.300580,贝斯特,汽车,申万一级行业
2021-11-15,sz.300581,晨曦航空,国防军工,申万一级行业
2021-11-15,sz.300582,英飞特,电子,申万一级行业
2021-11-15,sz.300583,赛托生物,医药生物,申万一级行业
2021-11-15,sz.300584,海辰药业,医药生物,申万一级行业
2021-11-15,sz.300585,奥联电子,汽车,申万一级行业
2021-11-15,sz.300586,美联新材,化工,申万一级行业
2021-11-15,sz.300587,天铁股份,化工,申万一级行业
2021-11-15,sz.300588,熙菱信息,计算机,申万一级行业
2021-11-15,sz.300589,江龙船艇,国防军工,申万一级行业
2021-11-15,sz.300590,移为通信,通信,申万一级行业
2021-11-15,sz.300591,万里马,纺织服装,申万一级行业
2021-11-15,sz.300592,华凯创意,建筑装饰,申万一级行业
2021-11-15,sz.300593,新雷能,电气设备,申万一级行业
2021-11-15,sz.300594,朗进科技,机械设备,申万一级行业
2021-11-15,sz.300595,欧普康视,医药生物,申万一级行业
2021-11-15,sz.300596,利安隆,化工,申万一级行业
2021-11-15,sz.300597,吉大通信,通信,申万一级行业
2021-11-15,sz.300598,诚迈科技,计算机,申万一级行业
2021-11-15,sz.300599,雄塑科技,建筑材料,申万一级行业
2021-11-15,sz.300600,国瑞科技,国防军工,申万一级行业
2021-11-15,sz.300601,康泰生物,医药生物,申万一级行业
2021-11-15,sz.300602,飞荣达,电子,申万一级行业
2021-11-15,sz.300603,立昂技术,通信,申万一级行业
2021-11-15,sz.300604,长川科技,机械设备,申万一级行业
2021-11-15,sz.300605,恒锋信息,计算机,申万一级行业
2021-11-15,sz.300606,金太阳,机械设备,申万一级行业
2021-11-15,sz.300607,拓斯达,机械设备,申万一级行业
2021-11-15,sz.300608,思特奇,计算机,申万一级行业
2021-11-15,sz.300609,汇纳科技,计算机,申万一级行业
2021-11-15,sz.300610,晨化股份,化工,申万一级行业
2021-11-15,sz.300611,美力科技,汽车,申万一级行业
2021-11-15,sz.300612,宣亚国际,传媒,申万一级行业
2021-11-15,sz.300613,富瀚微,电子,申万一级行业
2021-11-15,sz.300614,百川畅银,公用事业,申万一级行业
2021-11-15,sz.300615,欣天科技,通信,申万一级行业
2021-11-15,sz.300616,尚品宅配,轻工制造,申万一级行业
2021-11-15,sz.300617,安靠智电,电气设备,申万一级行业
2021-11-15,sz.300618,寒锐钴业,有色金属,申万一级行业
2021-11-15,sz.300619,金银河,机械设备,申万一级行业
2021-11-15,sz.300620,光库科技,通信,申万一级行业
2021-11-15,sz.300621,维业股份,建筑装饰,申万一级行业
2021-11-15,sz.300622,博士眼镜,商业贸易,申万一级行业
2021-11-15,sz.300623,捷捷微电,电子,申万一级行业
2021-11-15,sz.300624,万兴科技,计算机,申万一级行业
2021-11-15,sz.300625,三雄极光,电子,申万一级行业
2021-11-15,sz.300626,华瑞股份,电气设备,申万一级行业
2021-11-15,sz.300627,华测导航,通信,申万一级行业
2021-11-15,sz.300628,亿联网络,通信,申万一级行业
2021-11-15,sz.300629,新劲刚,机械设备,申万一级行业
2021-11-15,sz.300630,普利制药,医药生物,申万一级行业
2021-11-15,sz.300631,久吾高科,公用事业,申万一级行业
2021-11-15,sz.300632,光莆股份,电子,申万一级行业
2021-11-15,sz.300633,开立医疗,医药生物,申万一级行业
2021-11-15,sz.300634,彩讯股份,计算机,申万一级行业
2021-11-15,sz.300635,中达安,建筑装饰,申万一级行业
2021-11-15,sz.300636,同和药业,医药生物,申万一级行业
2021-11-15,sz.300637,扬帆新材,化工,申万一级行业
2021-11-15,sz.300638,广和通,通信,申万一级行业
2021-11-15,sz.300639,凯普生物,医药生物,申万一级行业
2021-11-15,sz.300640,德艺文创,轻工制造,申万一级行业
2021-11-15,sz.300641,正丹股份,化工,申万一级行业
2021-11-15,sz.300642,透景生命,医药生物,申万一级行业
2021-11-15,sz.300643,万通智控,汽车,申万一级行业
2021-11-15,sz.300644,南京聚隆,化工,申万一级行业
2021-11-15,sz.300645,正元智慧,计算机,申万一级行业
2021-11-15,sz.300647,超频三,电子,申万一级行业
2021-11-15,sz.300648,星云股份,机械设备,申万一级行业
2021-11-15,sz.300649,杭州园林,建筑装饰,申万一级行业
2021-11-15,sz.300650,太龙股份,电子,申万一级行业
2021-11-15,sz.300651,金陵体育,轻工制造,申万一级行业
2021-11-15,sz.300652,雷迪克,汽车,申万一级行业
2021-11-15,sz.300653,正海生物,医药生物,申万一级行业
2021-11-15,sz.300654,世纪天鸿,传媒,申万一级行业
2021-11-15,sz.300655,晶瑞电材,化工,申万一级行业
2021-11-15,sz.300656,民德电子,电子,申万一级行业
2021-11-15,sz.300657,弘信电子,电子,申万一级行业
2021-11-15,sz.300658,延江股份,纺织服装,申万一级行业
2021-11-15,sz.300659,中孚信息,计算机,申万一级行业
2021-11-15,sz.300660,江苏雷利,电气设备,申万一级行业
2021-11-15,sz.300661,圣邦股份,电子,申万一级行业
2021-11-15,sz.300662,科锐国际,休闲服务,申万一级行业
2021-11-15,sz.300663,科蓝软件,计算机,申万一级行业
2021-11-15,sz.300664,鹏鹞环保,公用事业,申万一级行业
2021-11-15,sz.300665,飞鹿股份,化工,申万一级行业
2021-11-15,sz.300666,江丰电子,电子,申万一级行业
2021-11-15,sz.300667,必创科技,机械设备,申万一级行业
2021-11-15,sz.300668,杰恩设计,建筑装饰,申万一级行业
2021-11-15,sz.300669,沪宁股份,机械设备,申万一级行业
2021-11-15,sz.300670,大烨智能,电气设备,申万一级行业
2021-11-15,sz.300671,富满微,电子,申万一级行业
2021-11-15,sz.300672,国科微,电子,申万一级行业
2021-11-15,sz.300673,佩蒂股份,农林牧渔,申万一级行业
2021-11-15,sz.300674,宇信科技,计算机,申万一级行业
2021-11-15,sz.300675,建科院,建筑装饰,申万一级行业
2021-11-15,sz.300676,华大基因,医药生物,申万一级行业
2021-11-15,sz.300677,英科医疗,医药生物,申万一级行业
2021-11-15,sz.300678,中科信息,计算机,申万一级行业
2021-11-15,sz.300679,电连技术,电子,申万一级行业
2021-11-15,sz.300680,隆盛科技,汽车,申万一级行业
2021-11-15,sz.300681,英搏尔,汽车,申万一级行业
2021-11-15,sz.300682,朗新科技,计算机,申万一级行业
2021-11-15,sz.300683,海特生物,医药生物,申万一级行业
2021-11-15,sz.300684,中石科技,电子,申万一级行业
2021-11-15,sz.300685,艾德生物,医药生物,申万一级行业
2021-11-15,sz.300686,智动力,电子,申万一级行业
2021-11-15,sz.300687,赛意信息,计算机,申万一级行业
2021-11-15,sz.300688,创业黑马,综合,申万一级行业
2021-11-15,sz.300689,澄天伟业,通信,申万一级行业
2021-11-15,sz.300690,双一科技,化工,申万一级行业
2021-11-15,sz.300691,联合光电,电子,申万一级行业
2021-11-15,sz.300692,中环环保,公用事业,申万一级行业
2021-11-15,sz.300693,盛弘股份,电气设备,申万一级行业
2021-11-15,sz.300694,蠡湖股份,汽车,申万一级行业
2021-11-15,sz.300695,兆丰股份,汽车,申万一级行业
2021-11-15,sz.300696,爱乐达,国防军工,申万一级行业
2021-11-15,sz.300697,电工合金,有色金属,申万一级行业
2021-11-15,sz.300698,万马科技,通信,申万一级行业
2021-11-15,sz.300699,光威复材,化工,申万一级行业
2021-11-15,sz.300700,岱勒新材,机械设备,申万一级行业
2021-11-15,sz.300701,森霸传感,电子,申万一级行业
2021-11-15,sz.300702,天宇股份,医药生物,申万一级行业
2021-11-15,sz.300703,创源股份,轻工制造,申万一级行业
2021-11-15,sz.300705,九典制药,医药生物,申万一级行业
2021-11-15,sz.300706,阿石创,电子,申万一级行业
2021-11-15,sz.300707,威唐工业,汽车,申万一级行业
2021-11-15,sz.300708,聚灿光电,电子,申万一级行业
2021-11-15,sz.300709,精研科技,电子,申万一级行业
2021-11-15,sz.300710,万隆光电,通信,申万一级行业
2021-11-15,sz.300711,广哈通信,通信,申万一级行业
2021-11-15,sz.300712,永福股份,建筑装饰,申万一级行业
2021-11-15,sz.300713,英可瑞,电气设备,申万一级行业
2021-11-15,sz.300715,凯伦股份,建筑材料,申万一级行业
2021-11-15,sz.300716,国立科技,化工,申万一级行业
2021-11-15,sz.300717,华信新材,化工,申万一级行业
2021-11-15,sz.300718,长盛轴承,机械设备,申万一级行业
2021-11-15,sz.300719,安达维尔,国防军工,申万一级行业
2021-11-15,sz.300720,海川智能,机械设备,申万一级行业
2021-11-15,sz.300721,怡达股份,化工,申万一级行业
2021-11-15,sz.300722,新余国科,国防军工,申万一级行业
2021-11-15,sz.300723,一品红,医药生物,申万一级行业
2021-11-15,sz.300724,捷佳伟创,机械设备,申万一级行业
2021-11-15,sz.300725,药石科技,医药生物,申万一级行业
2021-11-15,sz.300726,宏达电子,电子,申万一级行业
2021-11-15,sz.300727,润禾材料,化工,申万一级行业
2021-11-15,sz.300729,乐歌股份,轻工制造,申万一级行业
2021-11-15,sz.300730,科创信息,计算机,申万一级行业
2021-11-15,sz.300731,科创新源,化工,申万一级行业
2021-11-15,sz.300732,设研院,建筑装饰,申万一级行业
2021-11-15,sz.300733,西菱动力,汽车,申万一级行业
2021-11-15,sz.300735,光弘科技,电子,申万一级行业
2021-11-15,sz.300736,百邦科技,电子,申万一级行业
2021-11-15,sz.300737,科顺股份,建筑材料,申万一级行业
2021-11-15,sz.300738,奥飞数据,计算机,申万一级行业
2021-11-15,sz.300739,明阳电路,电子,申万一级行业
2021-11-15,sz.300740,水羊股份,化工,申万一级行业
2021-11-15,sz.300741,华宝股份,食品饮料,申万一级行业
2021-11-15,sz.300742,越博动力,汽车,申万一级行业
2021-11-15,sz.300743,天地数码,化工,申万一级行业
2021-11-15,sz.300745,欣锐科技,电气设备,申万一级行业
2021-11-15,sz.300746,汉嘉设计,建筑装饰,申万一级行业
2021-11-15,sz.300747,锐科激光,电子,申万一级行业
2021-11-15,sz.300748,金力永磁,有色金属,申万一级行业
2021-11-15,sz.300749,顶固集创,轻工制造,申万一级行业
2021-11-15,sz.300750,宁德时代,电气设备,申万一级行业
2021-11-15,sz.300751,迈为股份,机械设备,申万一级行业
2021-11-15,sz.300752,隆利科技,电子,申万一级行业
2021-11-15,sz.300753,爱朋医疗,医药生物,申万一级行业
2021-11-15,sz.300755,华致酒行,商业贸易,申万一级行业
2021-11-15,sz.300756,金马游乐,机械设备,申万一级行业
2021-11-15,sz.300757,罗博特科,机械设备,申万一级行业
2021-11-15,sz.300758,七彩化学,化工,申万一级行业
2021-11-15,sz.300759,康龙化成,医药生物,申万一级行业
2021-11-15,sz.300760,迈瑞医疗,医药生物,申万一级行业
2021-11-15,sz.300761,立华股份,农林牧渔,申万一级行业
2021-11-15,sz.300762,上海瀚讯,国防军工,申万一级行业
2021-11-15,sz.300763,锦浪科技,电气设备,申万一级行业
2021-11-15,sz.300765,新诺威,医药生物,申万一级行业
2021-11-15,sz.300766,每日互动,计算机,申万一级行业
2021-11-15,sz.300767,震安科技,化工,申万一级行业
2021-11-15,sz.300768,迪普科技,计算机,申万一级行业
2021-11-15,sz.300769,德方纳米,化工,申万一级行业
2021-11-15,sz.300770,新媒股份,传媒,申万一级行业
2021-11-15,sz.300771,智莱科技,计算机,申万一级行业
2021-11-15,sz.300772,运达股份,电气设备,申万一级行业
2021-11-15,sz.300773,拉卡拉,计算机,申万一级行业
2021-11-15,sz.300774,倍杰特,公用事业,申万一级行业
2021-11-15,sz.300775,三角防务,国防军工,申万一级行业
2021-11-15,sz.300776,帝尔激光,机械设备,申万一级行业
2021-11-15,sz.300777,中简科技,化工,申万一级行业
2021-11-15,sz.300778,新城市,建筑装饰,申万一级行业
2021-11-15,sz.300779,惠城环保,公用事业,申万一级行业
2021-11-15,sz.300780,德恩精工,机械设备,申万一级行业
2021-11-15,sz.300781,因赛集团,传媒,申万一级行业
2021-11-15,sz.300782,卓胜微,电子,申万一级行业
2021-11-15,sz.300783,三只松鼠,食品饮料,申万一级行业
2021-11-15,sz.300785,值得买,传媒,申万一级行业
2021-11-15,sz.300786,国林科技,机械设备,申万一级行业
2021-11-15,sz.300787,海能实业,电子,申万一级行业
2021-11-15,sz.300788,中信出版,传媒,申万一级行业
2021-11-15,sz.300789,唐源电气,计算机,申万一级行业
2021-11-15,sz.300790,宇瞳光学,电子,申万一级行业
2021-11-15,sz.300791,仙乐健康,食品饮料,申万一级行业
2021-11-15,sz.300792,壹网壹创,传媒,申万一级行业
2021-11-15,sz.300793,佳禾智能,电子,申万一级行业
2021-11-15,sz.300795,*ST米奥,休闲服务,申万一级行业
2021-11-15,sz.300796,贝斯美,化工,申万一级行业
2021-11-15,sz.300797,钢研纳克,综合,申万一级行业
2021-11-15,sz.300798,锦鸡股份,化工,申万一级行业
2021-11-15,sz.300799,左江科技,计算机,申万一级行业
2021-11-15,sz.300800,力合科技,机械设备,申万一级行业
2021-11-15,sz.300801,泰和科技,化工,申万一级行业
2021-11-15,sz.300802,矩子科技,机械设备,申万一级行业
2021-11-15,sz.300803,指南针,计算机,申万一级行业
2021-11-15,sz.300805,电声股份,传媒,申万一级行业
2021-11-15,sz.300806,斯迪克,化工,申万一级行业
2021-11-15,sz.300807,天迈科技,计算机,申万一级行业
2021-11-15,sz.300808,久量股份,电子,申万一级行业
2021-11-15,sz.300809,华辰装备,机械设备,申万一级行业
2021-11-15,sz.300810,中科海讯,国防军工,申万一级行业
2021-11-15,sz.300811,铂科新材,有色金属,申万一级行业
2021-11-15,sz.300812,易天股份,机械设备,申万一级行业
2021-11-15,sz.300813,泰林生物,机械设备,申万一级行业
2021-11-15,sz.300814,中富电路,电子,申万一级行业
